name,hq,data_filings,median_wage,naics,relevant_title,other_titles,score
"ICE DATA PRICING & REFERENCE DATA, LLC","Atlanta, GA",7,109300,523930,Senior Data Scientist,Data Scientist,34.4
ICloud Technologies Corp.,"Sterling, VA",9,94100,541511,Qa Analyst,Data Analyst | Sdet (Qa Analyst),34.4
"Iron Bow Technologies, LLC","Herndon, VA",4,115960,541511,Business Analyst,Lead Application Systems Analyst | Oracle Application Dba,34.4
KANTAR LLC,"New York, NY",3,127052,541810,"Director, Customer Analytics","Director, Research Analytics",34.4
Keen Info Tek Inc,"Columbia, SC",6,94058,541511,Computer Systems Analyst/Business Systems Analyst,Sql Server Dba | Software Quality Analyst,34.4
Rensoft Inc,"Dallas, TX",8,91562,541511,Programmer Analyst,Computer System Analyst | Computer Systems Analyst,34.4
STRAVISO LLC,"Frisco, TX",3,120141,541511,Systems Analyst,Director- Implementation | Senior Software Engineer - Implementation,34.4
ThriveOn Solutions LLC,"Sugarland, TX",5,98531,541511,Senior Software Engineer / Data Scientist,Data Scientist / Lead Full Stack Engineer | Data Scientist,34.4
Whataburger Restaurants LLC,"San Antonio, TX",3,120483,722513,It Quality Assurance Analyst,Senior Data Integration Developer | Data Integration Developer,34.4
ALMIT SERVICES INC.,"Plano, TX",3,120000,541511,Sr. Data Scientist,Sr. Database Administrator | Data Scientist,34.3
Adroix Corp,"Alpharetta, GA",3,126360,541511,Computer Systems Analyst,Data Engineer,34.3
"Alkymi, Inc.","New York, NY",2,131000,541511,Data Scientist,Senior Data Scientist,34.3
"Allvue Systems, LLC","Coral Gables, FL",2,131000,541511,Sr. Manager Pe Data Solutions,Engineer Iv,34.3
Amensys Inc,"Lewisville, TX",6,93500,541511,Qa Analyst,Quality Assurance Analyst | Data Engineer,34.3
Anchor Labs Inc.,"New York, NY",3,120000,541511,"Member Of Technical Staff, Data Science","Global Analytics Lead | Member Of Global Analytics, Operations Analytics",34.3
BRONXCARE HEALTH SYSTEM,"Bronx, NY",3,120000,622110,Clinical Application Analyst 1,Clinical Application Analyst | Operations Research Analyst,34.3
Big River Steel LLC,"Osceola, AR",6,93600,331110,Jr. Data Analyst,Senior Cloud And Ai Solutions Architect | Data Scientist,34.3
"CMH Services, Inc.","Maryville, TN",3,120000,321991,Data Engineer Iii,Systems Analyst Iii | Functional Analyst Iii,34.3
"CareerBuilder, LLC","Chicago, IL",2,130959,516210,Data Scientist Iii,Data Warehouse Architect,34.3
"Commonwealth Equity Services, LLC","Waltham, MA",3,120000,523930,Data Platform Business Analyst,Infrastructure Services Engineer | Data Engineer,34.3
Cortex Management LLC,"Irving, TX",3,120000,551112,Sr. Data Scientist,"Director, Portfolio Risk | Sr. Business Analyst",34.3
"HEALTHPLANONE, LLC","Trumbull, CT",3,120000,524210,Director Data Science,"Manager, Business Insights | Data Scientist",34.3
"Hollywood Feed, LLC","Memphis, TN",3,120000,31111,Data Engineer,Senior Analytics Engineer | Analytical Data Scientist,34.3
"Honda Aircraft Company, LLC","Greensboro, NC",3,120000,336411,"Senior Analyst/Developer, Teamcenter","Senior Analyst, Plm | Business Analyst, Master Data Governance",34.3
ITC Holdings Corp.,"Novi, MI",3,126655,221121,"Erp Functional Analyst, Senior","Erp Functional Analyst, Sr.",34.3
"Kafene, Inc.","New York, NY",3,120000,532210,Risk Analyst,Senior Risk Manager | Risk Manager,34.3
"Kontoor Brands, Inc","Greensboro, NC",2,130897,31499,"Manager, Ecommerce Analytics",Sr It Technical Analyst,34.3
Kyyba Tech Inc.,"Farmington Hills, MI",4,109000,541511,It Business Analyst,Full Stack Architect | Java Full Stack Developer,34.3
"Lands’ End, Inc.","Dodgeville, WI",5,98000,45811,Senior Customer Insights Analyst,Senior Data Warehouse Engineer | Lead Data Engineer,34.3
Lennox Industries Inc.,"Richardson, TX",5,97718,33341,Business Systems Analyst Iii,Lead Marketing Analyst | Business Analytics Ii,34.3
"Mars Information Services, Inc.","Chicago, IL",2,131016,519290,Senior Master Data Analyst,Responsible Ai Senior Manager,34.3
"Musarubra US, LLC","Plano, TX",4,109105,513210,Lead Big Data Engineer,It Workday Analyst | Data Analyst,34.3
"Radformation, Inc.","New York, NY",2,137644,541512,Data Scientist,,34.3
SILVERFALLS SOLUTIONS INC,"Oak Ridge, NC",2,131000,541511,Data Engineer,Power Bi Engineer,34.3
"Saint-Gobain Abrasives, Inc.","Worcester, MA",3,120000,327910,Business Intelligence Sql Architect,Sr. Sap Pp Consultant | Business Intelligence Functional Analyst,34.3
Srinsoft Inc.,"Boca Raton, FL",2,131000,541511,Management Analyst,Ms Dynamics Lead,34.3
"Stoncor Group, Inc.","Maple Shade, NJ",3,120120,3261,Finance Implementation Analyst,Logistics Implementation Analyst | Senior Logistics Implementation Analyst,34.3
"The Most Group, Inc.","Aurora, IL",3,120014,513210,Healthcare Business Analyst - Lead,Product Manager | Senior Product Manager,34.3
University of Notre Dame du Lac,"Notre Dame, IN",4,108995,611310,Lead Data Scientist,Data Scientist Consultant | Associate Research Professor,34.3
"VWR Management Services, LLC","Radnor, PA",3,119954,423490,Servicenow Sr. Analyst,"Principal Architect, Applications Development | Sr Business Systems Engineer - Sap Dev., Pricing & Invoice",34.3
Vanco Payment Solutions Inc,"Bloomington, MN",3,120000,522320,Data Engineer,"Senior Database Administrator | Manager, Database Administrator",34.3
Yazaki North America Inc.,"Canton, MI",4,109000,33632,Specialist - Data Management (Purchasing),Data Architect | Sap Logistics Business Analyst,34.3
Avaya LLC,"Morristown, NJ",4,114900,3342,Sr. Data Engineer,Applications Analyst Iv | Application Analyst Iii,34.2
City of San Antonio Acting by and through City Public Service Board (CPS Energy),"San Antonio, TX",4,115100,926130,Analyst Bi 4,Administrator Database Oracle 3 | Administrator Basis 4,34.2
"Continental Finance Company, LLC","Wilmington, DE",8,91000,522210,Data Scientist,Senior Data Scientist | Digital Marketing Analyst,34.2
"Fortna, Inc.","Atlanta, GA",4,121491,333922,Research Scientist,"Sr. Manager, Database Administration",34.2
GENIUS BUSINESS SOLUTIONS INC.,"Moline, IL",4,108300,541511,Sr. It Business Analyst,Service Delivery And Support Analyst | Sr. Sap Business Analyst,34.2
GenAi-Training.com LLC,"New York, NY",7,101902,541511,Health Informatics Specialist,Data Engineer | Data Analyst,34.2
Houston Independent School District,"Houston, TX",3,126191,611110,Sr. Business Systems Analyst,Engineer Center Of Excellence,34.2
"ING FINANCIAL SERVICES, LLC","New York, NY",4,115000,523150,"Associate, Data Security Expert","Associate, Python & Data Analytics Developer | Associate, Financial Markets Operations",34.2
Kiewit Engineering Group Inc.,"Omaha, NE",5,104040,237120,Analytics & Bi Engineer Ii,Tg Systems Analyst | Iets Analyst,34.2
"MASTER MINDS CONSULTING SERVICES, LLC.","Houston, TX",4,121514,541511,Data Governance Engineer,Sap Analyst,34.2
Next Beauty Co-Lab LLC,"New York, NY",4,115000,541810,"Manager, Audience Analytics","Associate Director, Business Analytics | Senior Associate, Data Science",34.2
"Nuts.com, Inc.","Jersey City, NJ",3,119600,4452,Ecommerce Analyst,Ux/Ui Designer | Manager Of Data Engineering,34.2
SANY America Inc.,"Peachtree City, GA",6,106350,4238,Business Analyst,Data Scientist | Data Analyst,34.2
"Smart Information Management Systems, Inc.","Plainsboro, NJ",8,104125,541511,Systems Analyst,Business Systems Analyst,34.2
"Syngenta Seeds, LLC","Downers Grove, IL",6,106434,541714,Global Projects Lead And P&S Data Insights And Analytics,Senior Data Engineer | Spr Data Analyst,34.2
Tekorg Inc,"Sterling, VA",8,91031,541511,Database Administrators,Senior Data Analyst | Ms Sql Developer,34.2
"TopBuild Support Services, Inc.","Daytona Beach, FL",2,137000,238310,Senior Business Analyst,,34.2
"TransCore, LP","Nashville, TN",4,108651,541330,Data Scientist,Database Administrator | Senior Sql Server Developer,34.2
Webject Systems Inc,"Bridgewater, MA",5,104000,541511,Software Engineer (Data Engineer),Software Systems Engineer | Software Applications Developer (Bi Developer),34.2
AMERITEK GLOBAL INC,"Piscataway, NJ",5,96866,541511,Data Engineer,Computer Systems Analysts | Sr Business Analyst,34.1
"Aeternus Solutions, Inc.","Westford, MA",7,95000,541511,Data Engineer,Lead Business Analyst | Business Analyst,34.1
"Commonwealth Edison, An Exelon Company","Kennett Square, PA",5,96928,2211,Senior Data Scientist,Senior Energy Efficiency Data Specialist | Senior Strategy Database Specialist,34.1
Distributed Inc.,"New York, NY",2,130000,522110,Head Of Analytics,Product Manager,34.1
Exafluence Inc,"South Brunswick, NJ",7,95000,541512,Data Scientist,Business Analyst | Gen Ai Developer,34.1
Fidelity Digital Asset Services LLC d/b/a Fidelity Investments,"Boston, MA",6,99072,52399,Associate Systems Analyst - Digital Assets,"Principal Systems Analyst | Director, Data Analytics And Insights",34.1
GIIR AMERICA INC,"Englewood Cliffs, NJ",2,130000,541810,It Senior E-Commerce & Operations Research Analyst,Data Engineer,34.1
"Home Partners of America, LLC","Chicago, IL",5,103788,531210,Business Analyst,Technology Product Senior Manager | Senior Tech Product Manager,34.1
Hypertherm Inc.,"Hanover, NH",2,130000,333612,Business Analyst,Senior Business Solutions Architect,34.1
"IT Face, Inc.","Irving, TX",6,99433,541511,Iam Security Analyst,Data Engineer | Functional Analyst,34.1
Iprime Info Solutions Inc,"Overland Park, KS",8,97146,541511,Data Engineer,Power Bi Developer | Postgresql Lead,34.1
"Koch Minerals & Trading, LLC","Wichita, KS",2,130000,324110,"It Manager, Data Science - Kbgfjg119723-4",Data Scientist - Kbgfjg340113-1,34.1
"MINDPETAL SOFTWARE SOLUTIONS, INC.","Vienna, VA",4,114500,541511,Database Etl Developer,Computer Systems Analyst | Etl Developer,34.1
MIZ Tech Solutions LLC,"Plano, TX",6,92664,541511,Data Analyst,Azure Data Engineer | Business Systems Analyst,34.1
MVP Service Corp.,"Schenectady, NY",2,130168,524114,"Professional, Lead Data Scientist - Population Health",Hyperion Administrator,34.1
"Nextcoder IT Solutions, Inc","Dallas, TX",8,90397,541511,Data Engineer,Lead Data Engineer | Adobe Business Analyst,34.1
Omega Hires,"Herndon, VA",2,129844,541511,Sap Sales & Distribution Supply Chain Analyst,Gcp Data Engineer,34.1
OneGlobe LLC,"Cambridge, MA",2,130000,54151,Senior Oracle Erp/Bi Consultant,Senior Oracle Erp Consultant,34.1
"PMA General Services, Inc.","Blue Bell, PA",3,125653,524126,Lead Programmer Analyst,Sr. Business Analytics Metrics Specialist,34.1
"PY DATA SOLUTIONS, INC.","Piscataway, NJ",9,92650,541511,Data Engineer,Oracle Apps Database Administrator | Big Data Developer,34.1
Pointe Advisory Inc,"Arlington, VA",2,130000,541611,Management Analyst,Consultant,34.1
"Powell Electrical Systems, Inc.","Houston, TX",3,119000,335313,Senior Database Administrator,Senior Business Systems Analyst | Oracle Apps Database Administrator,34.1
"RTX BBN Technologies, Inc.","Cambridge, MA",2,136635,334511,"Senior Engineer, Research",,34.1
SIMPLE TIRE LLC,"Philadelphia, PA",3,125609,423130,"Manager, Digital Analytics",Supply Chain Solutions Sr. Analyst,34.1
Voith Hydro Inc.,"York, PA",2,130021,33291,Manager Of Bi & Estimation,Manager Of Bi And Estimation,34.1
ABSOLUTE INFORMATION TECHNOLOGIES INC,"Princeton, NJ",8,87505,541511,Management Analyst,Business Analyst | Data Analyst,34.0
AVALANCHE TECHNOLOGIES LLC,"Irving, TX",8,,541511,Data Engineer,Data Scientist | Big Data Engineer,34.0
Affiliated Independent Distributors Inc.,"Wayne, PA",3,125000,42383,Sr. Business Intelligence/Data Architect,Qlik Reporting Developer,34.0
Aimic Inc.,"Chantilly, VA",6,98946,541519,Business Analyst,Business Intelligence Developer | Business Process Consultant,34.0
"Apex Service Partners, LLC.","Tampa, FL",3,118500,238220,Business Intelligence Engineer,Senior Data Engineer | Analytics Engineer,34.0
BYTEQUEST LOGICS INC.,"Matawan, NJ",8,75000,541512,Analyst,Consultant | Business Intelligence Analysts,34.0
"Bath & Body Works Direct, Inc.","Columbus, OH",4,107425,456120,Senior Data Analyst,Senior Digital Product Analyst | Lead Digital Qa Analyst,34.0
"Bhaninfo, Inc.","Cary, NC",8,81050,541511,Data Scientist,Systems Data Analyst | Business Data Analyst,34.0
Brilliant Infotech Inc.,"Edison, NJ",8,71600,541511,Data Analyst,Data Engineer | Systems Engineer,34.0
CASCADES DATA SOLUTIONS INC.,"Dulles, VA",9,92040,541511,Database Administrator,Software Quality Assurance Analyst And Tester | Data Scientist,34.0
CONNECTEURSTEK LLC,"Jacksonville, FL",8,78874,541511,Big Data Engineer,Etl Abinitio Developer | Etl Consultant,34.0
"CRISPR Therapeutics, Inc.","Boston, MA",2,129628,54171,"Senior Manager, Clinical Data Management",Clinical Trial Associate,34.0
"Clinical Data Solution, LLC","Tucker, GA",2,136219,541990,Sr. Clinical Sas Analyst,,34.0
Commonwealth Fusion HR LLC,"Devens, MA",2,129500,541715,Senior Thermal Fluids Analyst/Engineer,Magnet Factory Data Analyst,34.0
"Dawn Food Products, Inc.","Jackson, MI",3,118498,311813,Scm Wm Business Analyst Iii,Sap Business Analyst Iii | Sap Vistex Business Analyst Iii,34.0
EQUI-TEK LLC.,"Alpharetta, GA",8,86500,541511,Business Analyst,Software Quality Assurance Analyst | Computer Systems Analyst,34.0
"Eminence Technology Solutions, LLC.","Somerset, NJ",5,110000,541511,Database Administrators,Data Analyst | Data Scientist,34.0
Equitas IT INC,"Mckinney, TX",7,101192,541511,Data Engineer,Qa Automation Analyst | It Marketing Data & Qa Analyst,34.0
Federal Soft Systems Inc.,"Bentonville, AR",8,77989,541511,Analyst,Data Analyst | Database Administrator,34.0
"FiscalNote Holdings, Inc. & Subsidiaries","Washington, DC",5,109949,541511,Senior Analyst,Senior Data Engineer | Senior Machine Learning Engineer,34.0
GRP Solutions Inc,"Ashburn, VA",2,129709,541511,Etl Ab Initio Developer,Data Engineer,34.0
HIQ TECHNOLOGIES LLC.,"Holliston, MA",8,87600,541511,Software Quality Assurance Analyst And Tester,Computer Systems Analyst | Business Analyst,34.0
"Impact Consulting Solutions, Inc.","Pittsburgh, PA",3,125000,541511,Senior Database Administrator,Systems Analyst,34.0
Kubex Technologies,"Tampa, FL",8,77074,541511,Database Administrator,Bi Developer | Computer Systems Analyst,34.0
"L'OREAL USA S/D, INC.","New York, NY",2,136000,456120,"Manager, It Digital Data Engineer",,34.0
NILE TECH INC.,"New Jersey, NJ",8,84063,541511,Data Engineer,Business Analyst | Workday Data Conversion Developer,34.0
